id,date,ret,mcap
71817210,2019-06-28,0.032931447,103783.74
71817210,2019-07-31,0.064688683,103783.74
71817210,2019-08-30,-0.13778263,103783.74
71817210,2019-09-30,0.069496512,103783.74
71817210,2019-10-31,0.072566867,103783.74
00287Y10,2018-12-31,-0.02206421,136332.81
00287Y10,2019-01-31,-0.11747479,136332.81
00287Y10,2019-02-28,-0.013077617,136332.81
00287Y10,2019-03-29,0.017036796,136332.81
00287Y10,2019-04-30,-0.0016130805,136332.81
00287Y10,2019-05-31,-0.033757389,136332.81
00287Y10,2019-06-28,-0.052014055,136332.81
00287Y10,2019-07-31,-0.0691694,136332.81
00287Y10,2019-08-30,-0.013209343,136332.81
00287Y10,2019-09-30,0.15181017,136332.81
00287Y10,2019-10-31,0.064712048,136332.81
B15C55,2018-12-31,-0.03852886,137684.86
B15C55,2019-01-31,0.04288602,137684.86
B15C55,2019-02-28,0.033947468,137684.86
B15C55,2019-03-29,-0.010565996,137684.86
B15C55,2019-04-30,-0.0014109612,137684.86
B15C55,2019-05-31,-0.063967466,137684.86
B15C55,2019-06-28,0.09370052,137684.86
B15C55,2019-07-31,-0.066749454,137684.86
B15C55,2019-08-30,-0.04550481,137684.86
B15C55,2019-09-30,0.058777094,137684.86
B15C55,2019-10-31,0.007316232,137684.86
B03MLX,2018-12-31,-0.028126419,240710.22
B03MLX,2019-01-31,0.057254195,240710.22
B03MLX,2019-02-28,0.02157569,240710.22
B03MLX,2019-03-29,0.006349087,240710.22
B03MLX,2019-04-30,0.015590549,240710.22
B03MLX,2019-05-31,-0.014509082,240710.22
B03MLX,2019-06-28,0.05550766,240710.22
B03MLX,2019-07-31,-0.02987069,240710.22
B03MLX,2019-08-30,-0.1125598,240710.22
B03MLX,2019-09-30,0.060112953,240710.22
B03MLX,2019-10-31,-0.016441286,240710.22
64110L10,2018-12-31,-0.06455106,116859.984
64110L10,2019-01-31,0.2684002,116859.984
64110L10,2019-02-28,0.054786444,116859.984
64110L10,2019-03-29,-0.004300475,116859.984
64110L10,2019-04-30,0.039208055,116859.984
64110L10,2019-05-31,-0.073568344,116859.984
64110L10,2019-06-28,0.07003033,116859.984
